"Expediente","Número resolución","Fecha Publicación","Alcance Gaceta","Gaceta","Producto","Tipo de Cambio","Precio Referencia Internacional","Precio Referencia Internacional en colones","Costo adquisión dólar por barril","Costo adquisión en colones por litro","Otros Ingresos Prorrateados","Asignación Subsidio Pescadores","Asignación subsidio Política Sectorial","Asignación subsidio Políticas del Gobierno","Subsidio Pescadores","Subsidio Política Sectorial","Subsidio cruzado políticas de gobierno","Diferencial de precios","Liquidación extraordinaria","Impuesto Único","Canon","Margen de operación de Recope","Rendimiento sobre Base Tarifaria","Liquidación Ordinaria","Precio en terminal sin impuesto","Ley 9840","Precio en terminal con impuesto","Margen comercializador","Precio final sin punto fijo (Peddlers)","Margen Estaciones Terrestres","Margen Estaciones Aéreas","Flete estaciones de servicio","Margen Envasador","Precio estaciones de servicio sin IVA","IVA de Transportista","Precio final en estaciones de servicio
","Margen Distribuidor y Agencias","Margen Detallista","Precio gas por litro en detallistas
","Precio Terminal sin impuesto ni subsidio Sectorial","Rige","Límite Inferior Banda","Límite Superior Banda","Densidad de referencia expresado en kgs","Precio en terminal con impuesto masa","Precio final sin punto fijo masa (Peddlers)","Margen de comercializador masa","ID SIET","Observaciones"
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Gasolina RON 95 ","612.99364","62.50155","240.98228","","","-0.01353","0.19647","5.23749","","","","","-28.6356","","257.75","0.15951","38.20478","9.44417","","265.57557","","523.32557","","527.07157","48.3128","","9.6405","","","","581","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Gasolina RON 91","612.99364","59.86853","230.83036","","","-0.01353","0.1923","5.23749","","","","","-22.97893","","246.25","0.15951","37.75744","9.66892","","260.85356","","507.10356","","510.84956","48.3128","","9.6405","","","","565","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Gasolina RON 91 pescadores","612.99364","59.86853","230.83036","","","","","","","-27.36023","","","","","","","37.75744","","","241.22757","","241.22757","","","","","","","","","","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Diésel para uso automotriz de 50 ppm de azufre","612.99364","77.50737","298.83906","","","-0.01353","0.18591","5.23749","","","","","-28.99919","","145.5","0.15951","37.49514","9.34286","","322.24725","","467.74725","","471.49325","48.3128","","9.6405","","","","526","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Diésel para uso automotriz de 50 ppm de azufre pescadores","612.99364","77.50737","298.83906","","","","","","","-23.60265","","","","","","","37.49514","","","312.73155","","312.73155","","","","","","","","","","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Diésel marino","612.99364","88.74541","342.16869","","","-0.01353","","","","","","","","","145.5","0.15951","29.95488","","","372.26955","","517.76955","","","","","","","","","","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Keroseno ","612.99364","77.56942","299.07829","","","-0.01353","0.21913","5.23749","","","","","","","70.25","0.15951","39.11248","8.50372","","352.29709","","422.54709","","426.29309","48.3128","","9.6405","","","","481","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Búnker    ","612.99364","58.98182","227.41154","","","-0.01353","0.17928","","","","4.16755","","-34.16387","","23.75","0.15951","59.85558","6.92296","","264.51902","","288.26902","","292.01502","","","","","","","","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Búnker Térmico ICE","612.99364","65.03753","250.76007","","","-0.01353","","","","","11.20382","","","","23.75","0.15951","31.40243","1.91426","","295.42656","","319.17656","","","","","","","","","","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","IFO 380   ","612.99364","57.49361","221.67357","","","-0.01353","","","","","","","","","","0.15951","58.98988","4.22516","","285.03459","","285.03459","","","","","","","","","","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Asfalto ","612.99364","57.32082","221.00735","","","-0.01353","0.19799","","","","-62.36673","","-7.81481","","50","0.15951","96.73173","12.90573","","260.80723","","310.80723","","314.55323","","","","","","","","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Diésel pesado o gasoleo","612.99364","66.15206","255.05727","","","-0.01353","0.19793","5.23749","","","","","","","48","0.15951","32.71302","6.32611","","299.6778","","347.6778","","351.4238","","","","","","","","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Emulsión asfáltica rápida (RR)","612.99364","37.40968","144.23756","","","-0.01353","0.22714","","","","-54.95332","","","","37.75","0.15951","65.16258","15.5858","","170.40574","","208.15574","","211.90174","","","","","","","","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Emulsión asfáltica lenta (RL)","612.99364","37.25853","143.65478","","","-0.01353","0.1396","","","","-59.08598","","","","37.75","0.15951","69.27705","15.5858","","169.71723","","207.46723","","211.21323","","","","","","","","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","LPG (70-30)","612.99364","30.2296","116.55387","","","-0.01353","0.20865","","","","-19.96895","","-29.04926","","50","0.15951","55.19151","12.09781","","135.1796","","185.1796","","","48.3128","","","53.036","","","286.5284","54.51929","62.69167","355.42656","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","LPG (rico en propano)","612.99364","27.87082","107.45932","","","","","","","","-36.92532","","","","50","0.15951","49.81237","","","120.50588","","170.50588","","","","","","53.036","","","","54.51929","62.69167","340.75284","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Av-Gas          ","612.99364","100.32788","386.82628","","","-0.01353","0.18175","5.23749","","","","","-26.84983","","246.25","0.15951","222.04659","27.87244","","615.46069","","861.71069","","","","16.2697","","","","","878","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Jet fuel A-1","612.99364","77.56942","299.07829","","","-0.01353","0.218","5.23749","","","","","-24.31193","","147.75","0.15951","68.22148","13.13775","","361.72705","","509.47705","","","","16.2697","","","","","526","","","","","True","","","","","","","",""
"ET-013-2019","RE-0019-IE-2019","27-02-2019","45","41","Nafta Pesada    ","612.99364","72.4417","279.30773","","","-0.01353","","","","","","","","","35.5","0.15951","30.91139","3.52226","","313.88737","","349.38737","","353.13337","","","","","","","","","","","","True","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Gasolina RON 95 ","609.78111","58.03627","222.59316","","","-0.01353","0.29804","10.04985","","","","","-13.97637","","257.75","0.15951","38.20478","9.44417","","266.75962","","524.50962","","528.25562","48.3128","","9.6405","","","","582","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Gasolina RON 91","609.78111","55.92507","214.49583","","","-0.01353","0.30612","10.04985","","","","","-8.85953","","246.25","0.15951","37.75744","9.66892","","263.56461","","509.81461","","513.56061","48.3128","","9.6405","","","","568","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Gasolina RON 91 pescadores","609.78111","55.92507","214.49583","","","","","","","-32.80277","","","","","","","37.75744","","","219.4505","","219.4505","","","","","","","","","","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Diésel para uso automotriz de 50 ppm de azufre","609.78111","70.73383","271.2936","","","-0.01353","0.25669","10.04985","","","","","-6.95392","","145.5","0.15951","37.49514","9.34286","","321.63021","","467.13021","","470.87621","48.3128","","9.6405","","","","525","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Diésel para uso automotriz de 50 ppm de azufre pescadores","609.78111","70.73383","271.2936","","","","","","","-28.56591","","","","","","","37.49514","","","280.22283","","280.22283","","","","","","","","","","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Diésel marino","609.78111","84.6005","324.47802","","","-0.01353","","","","","","","","","145.5","0.15951","29.95488","","","354.57888","","500.07888","","","","","","","","","","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Keroseno ","609.78111","71.3734","273.7466","","","-0.01353","0.2617","10.04985","","","","","","","70.25","0.15951","39.11248","8.50372","","331.82035","","402.07035","","405.81635","48.3128","","9.6405","","","","460","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Búnker    ","609.78111","52.24778","200.39191","","","-0.01353","0.23565","","","","-19.99251","","-14.46907","","23.75","0.15951","59.85558","6.92296","","233.0905","","256.8405","","260.5865","","","","","","","","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Búnker Térmico ICE","609.78111","58.29032","223.56755","","","-0.01353","","","","","6.36017","","","","23.75","0.15951","31.40243","1.91426","","263.39038","","287.14038","","","","","","","","","","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","IFO 380   ","609.78111","62.52517","239.80998","","","-0.01353","","","","","","","","","","0.15951","58.98988","4.22516","","303.171","","303.171","","","","","","","","","","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Asfalto ","609.78111","48.69252","186.756","","","-0.01353","0.19367","","","","-69.17452","","-7.17082","","50","0.15951","96.73173","12.90573","","220.38776","","270.38776","","274.13376","","","","","","","","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Diésel pesado o gasoleo","609.78111","59.39503","227.80459","","","-0.01353","0.21188","10.04985","","","","","","","48","0.15951","32.71302","6.32611","","277.25143","","325.25143","","328.99743","","","","","","","","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Emulsión asfáltica rápida (RR)","609.78111","31.97366","122.63227","","","-0.01353","0.3052","","","","-58.9511","","","","37.75","0.15951","65.16258","15.5858","","144.88073","","182.63073","","186.37673","","","","","","","","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Emulsión asfáltica lenta (RL)","609.78111","31.65014","121.3914","","","-0.01353","0.44877","","","","-63.43426","","","","37.75","0.15951","69.27705","15.5858","","143.41474","","181.16474","","184.91074","","","","","","","","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","LPG (70-30)","609.78111","28.29167","108.51028","","","-0.01353","0.27717","","","","-53.43085","","3.05872","","50","0.15951","55.19151","12.09781","","125.85062","","175.85062","","","","","","53.036","","","","54.51929","62.69167","346.09758","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","LPG (rico en propano)","609.78111","26.64667","102.20102","","","","","","","","-37.56373","","","","50","0.15951","49.81237","","","114.60918","","164.60918","","","","","","53.036","","","","54.51929","62.69167","334.85614","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Av-Gas          ","609.78111","94.21195","361.34192","","","-0.01353","0.30553","10.04985","","","","","-16.68327","","246.25","0.15951","222.04659","27.87244","","605.07904","","851.32904","","","","16.2697","","","","","868","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Jet fuel A-1","609.78111","71.3734","273.7466","","","-0.01353","0.27118","10.04985","","","","","0.13965","","147.75","0.15951","68.22148","13.13775","","365.71249","","513.46249","","","","16.2697","","","","","530","","","","","False","","","","","","","",""
"ET-014-2019","RE-0017-IE-2019","27-02-2019","45","41","Nafta Pesada    ","609.78111","66.80882","256.23953","","","-0.01353","","","","","","","","","35.5","0.15951","30.91139","3.52226","","290.81917","","326.31917","","330.06517","","","","","","","","","","","","False","","","","","","","",""
"ET-008-2019","RE-0010-2019","07-02-2019","28","27","Gasolina RON 95 ","609.78111","58.03627","222.59316","","","-0.01353","0.29804","10.04985","","","","","-13.97637","","257.75","0.15951","38.20478","9.44417","","266.75962","","524.50962","","528.25562","48.3128","","9.6405","","","","582","","","","","True","","","","","","","",""
"ET-008-2019","RE-0010-2019","07-02-2019","28","27","Gasolina RON 91","609.78111","55.92507","214.49583","","","-0.01353","0.30612","10.04985","","","","","-8.85953","","246.25","0.15951","37.75744","9.66892","","263.56461","","509.81461","","513.56061","48.3128","","9.6405","","","","568","","","","","True","","","","","","","",""
"ET-008-2019","RE-0010-2019","07-02-2019","28","27","Gasolina RON 91 pescadores","609.78111","55.92507","214.49583","","","","","","","-32.80277","","","","","","","37.75744","","","219.4505","","219.4505","","","","","","","","","","","","","","True","","","","","","","",""
"ET-008-2019","RE-0010-2019","07-02-2019","28","27","Diésel para uso automotriz de 50 ppm de azufre","609.78111","70.73383","271.2936","","","-0.01353","0.25669","10.04985","","","","","-6.95392","","145.5","0.15951","37.49514","9.34286","","321.63021","","467.13021","","470.87621","48.3128","","9.6405","","","","525","","","","","True","","","","","","","",""
"ET-008-2019","RE-0010-2019","07-02-2019","28","27","Diésel para uso automotriz de 50 ppm de azufre pescadores","609.78111","70.73383","271.2936","","","","","","","-28.56591","","","","","","","37.49514","","","280.22283","","280.22283","","","","","","","","","","","","","","True","","","","","","","",""
"ET-008-2019","RE-0010-2019","07-02-2019","28","27","Diésel marino","609.78111","84.6005","324.47802","","","-0.01353","","","","","","","","","145.5","0.15951","29.95488","","","354.57888","","500.07888","","","","","","","","","","","","","","True","","","","","","","",""
"ET-008-2019","RE-0010-2019","07-02-2019","28","27","Keroseno ","609.78111","71.3734","273.7466","","","-0.01353","0.2617","10.04985","","","","","","","70.25","0.15951","39.11248","8.50372","","331.82035","","402.07035","","405.81635","48.3128","","9.6405","","","","460","","","","","True","","","","","","","",""
"ET-008-2019","RE-0010-2019","07-02-2019","28","27","Búnker    ","609.78111","52.24778","200.39191","","","-0.01353","0.23565","","","","-19.99251","","-14.46907","","23.75","0.15951","59.85558","6.92296","","233.0905","","256.8405","","260.5865","","","","","","","","","","","","True","","","","","","","",""
"ET-008-2019","RE-0010-2019","07-02-2019","28","27","Búnker Térmico ICE","609.78111","58.29032","223.56755","","","-0.01353","","","","","6.36017","","","","23.75","0.15951","31.40243","1.91426","","263.39038","","287.14038","","","","","","","","","","","","","","True","","","","","","","",""
"ET-008-2019","RE-0010-2019","07-02-2019","28","27","IFO 380   ","609.78111","62.52517","239.80998","","","-0.01353","","","","","","","","","","0.15951","58.98988","4.22516","","303.171","","303.171","","","","","","","","","","","","","","True","","","","","","","",""
"ET-008-2019","RE-0010-2019","07-02-2019","28","27","Asfalto ","609.78111","48.69252","186.756","","","-0.01353","0.19367","","","","-69.17452","","-7.17082","","50","0.15951","96.73173","12.90573","","220.38776","","270.38776","","274.13376","","","","","","","","","","","","True","","","","","","","",""
